metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,extent: extent,extent: n folios,extent: n endleaves,extent: n later endleaves,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,rolls: converted,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,intercolumn: width,intercolumn: width max,intercolumn: width min,intercolumn: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
MS_Add_A_2_measure_1,manuscript_39,Add_A,MS_Add_A_2,MS. Add. A. 2,manuscript,,MS_Add_A_2,i + 56 leaves,56.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_4_measure_1,manuscript_64,Add_A,MS_Add_A_4,MS. Add. A. 4,manuscript,,MS_Add_A_4,2 + clvi leaves,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_5_measure_1,manuscript_68,Add_A,MS_Add_A_5,MS. Add. A. 5,manuscript,,MS_Add_A_5,ii + 200 leaves,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_6_measure_1,manuscript_70,Add_A,MS_Add_A_6,MS. Add. A. 6,manuscript,,MS_Add_A_6,ii + 58 leaves,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_7_measure_1,manuscript_73,Add_A,MS_Add_A_7,MS. Add. A. 7,manuscript-composite,MS. Add. A. 7 – Part 1 MS. Add. A. 7 – Part 2 MS. Add. A. 7 – Part 3,MS_Add_A_7,ii + 162 leaves,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_8_measure_1,manuscript_74,Add_A,MS_Add_A_8,MS. Add. A. 8,manuscript,,MS_Add_A_8,ii + 112 leaves,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_9_measure_1,manuscript_75,Add_A,MS_Add_A_9,MS. Add. A. 9,manuscript,,MS_Add_A_9,iii + 56 leaves,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_10_measure_1,manuscript_1,Add_A,MS_Add_A_10,MS. Add. A. 10,manuscript-composite,MS. Add. A. 10 - part A (upper text) MS. Add. A. 10 - part A (lower text) MS. Add. A. 10 - part B MS. Add. A. 10 - part C,MS_Add_A_10,ii + 109 leaves,109.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_11_measure_1,manuscript_9,Add_A,MS_Add_A_11,MS. Add. A. 11,manuscript,,MS_Add_A_11,i+93 fols.,93.0,,1.0,,,,,,,,,,,,,,,,200.0,200.0,200.0,142.0,142.0,142.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,34.0,34.0,34.0,140.0,140.0,140.0,85–90,90.0,85.0,mm,,,,,,,,,,,,
MS_Add_A_12_measure_1,manuscript_13,Add_A,MS_Add_A_12,MS. Add. A. 12,manuscript,,MS_Add_A_12,ii + 105 leaves,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_13_measure_1,manuscript_14,Add_A,MS_Add_A_13,MS. Add. A. 13,manuscript,,MS_Add_A_13,i + 12 leaves,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_15_measure_1,manuscript_16,Add_A,MS_Add_A_15,MS. Add. A. 15,manuscript,,MS_Add_A_15,ii + 59 leaves,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_17_measure_1,manuscript_24,Add_A,MS_Add_A_17,MS. Add. A. 17,manuscript,,MS_Add_A_17,i + 29 leaves,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_18_measure_1,manuscript_31,Add_A,MS_Add_A_18,MS. Add. A. 18,manuscript,,MS_Add_A_18,i + 111 leaves,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_20_measure_1,manuscript_40,Add_A,MS_Add_A_20,MS. Add. A. 20,manuscript,,MS_Add_A_20,vii* + ccxi leaves,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_23_measure_1,manuscript_44,Add_A,MS_Add_A_23,MS. Add. A. 23,manuscript,,MS_Add_A_23,ii + 90 leaves,90.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_25_measure_1,manuscript_45,Add_A,MS_Add_A_25,MS. Add. A. 25,manuscript,,MS_Add_A_25,3 + lxxii leaves,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_26_measure_1,manuscript_46,Add_A,MS_Add_A_26,MS. Add. A. 26,manuscript,,MS_Add_A_26,"i + 162 leaves,",162.0,,1.0,,,,,,,,,,,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,37.0,37.0,37.0,,,,,,,,,,,158.0,158.0,158.0,97.0,97.0,97.0,mm,ink,
MS_Add_A_27_measure_1,manuscript_49,Add_A,MS_Add_A_27,MS. Add. A. 27,manuscript,,MS_Add_A_27,vii + 84 leaves,84.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_30_measure_1,manuscript_57,Add_A,MS_Add_A_30,MS. Add. A. 30,part,MS. Add. A. 30 – Part 1 (fols. 1–236),MS_Add_A_30-part1,,,,,,,,,,,,,,,,,,,,240.0,240.0,240.0,170.0,170.0,170.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,160.0,160.0,160.0,113.0,113.0,113.0,mm,,,,,,,,,,,,
MS_Add_A_42_measure_1,manuscript_65,Add_A,MS_Add_A_42,MS. Add. A. 42,manuscript,,MS_Add_A_42,iii + 33 leaves,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_44_measure_1,manuscript_66,Add_A,MS_Add_A_44,MS. Add. A. 44,manuscript,,MS_Add_A_44,iv (paper) + 254 + 1 (parchment endleaf) + iv (paper) leaves,254.0,1.0,8.0,,,,,,,,,,,,,,,,175.0,175.0,175.0,118.0,118.0,118.0,,,,mm,1 2,2.0,1.0,,,,,,,,,,,,31 32,32.0,31.0,,,,,,,,,,,130–5,135.0,130.0,80–5,85.0,80.0,mm,,
MS_Add_A_46_measure_1,manuscript_67,Add_A,MS_Add_A_46,MS. Add. A. 46,manuscript,,MS_Add_A_46,iii + 6 + iii leaves,6.0,,,,,,,,,,,,,,,,,,204.0,204.0,204.0,135.0,135.0,135.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_50_measure_1,manuscript_69,Add_A,MS_Add_A_50,MS. Add. A. 50,manuscript,,MS_Add_A_50,i + 63 leaves,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_61_measure_1,manuscript_71,Add_A,MS_Add_A_61,MS. Add. A. 61,manuscript,,MS_Add_A_61,i + 55 leaves,55.0,,1.0,,,,,,,,,,,,,,,,170.0,170.0,170.0,130.0,130.0,130.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,38 46,46.0,38.0,,,,,,,,,,,,,,,,,,,
MS_Add_A_62_measure_1,manuscript_72,Add_A,MS_Add_A_62,MS. Add. A. 62,manuscript,,MS_Add_A_62,ii + 44 leaves,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_92_measure_1,manuscript_76,Add_A,MS_Add_A_92,MS. Add. A. 92,manuscript,,MS_Add_A_92,20 leaves,20.0,,,,,,,,,,,,,,,,,,140.0,140.0,140.0,105.0,105.0,105.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,15 19,19.0,15.0,125–30,130.0,125.0,65–75,75.0,65.0,mm,,,,,,,,,,,,
MS_Add_A_100_measure_1,manuscript_2,Add_A,MS_Add_A_100,MS. Add. A. 100,manuscript,,MS_Add_A_100,v + 76 fols.,76.0,,5.0,,,,,,,,,,,,,,,,220.0,220.0,220.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,26.0,26.0,26.0,145.0,145.0,145.0,110.0,110.0,110.0,mm,,,,,,,,,,,,
MS_Add_A_105_measure_1,manuscript_4,Add_A,MS_Add_A_105,MS. Add. A. 105,manuscript,,MS_Add_A_105,95 leaves,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_107_measure_1,manuscript_6,Add_A,MS_Add_A_107,MS. Add. A. 107,manuscript,,MS_Add_A_107,iv + 185 ('171') leaves,185.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_108_measure_1,manuscript_7,Add_A,MS_Add_A_108,MS. Add. A. 108,manuscript,,MS_Add_A_108,i + 21 leaves,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_109_measure_1,manuscript_8,Add_A,MS_Add_A_109,MS. Add. A. 109,manuscript,,MS_Add_A_109,i + 70 fols.,70.0,,1.0,,,,,,,,,,,,,,,,285.0,285.0,285.0,215.0,215.0,215.0,,,,mm,2.0,2.0,2.0,202.0,202.0,202.0,55–65,65.0,55.0,mm,,,,,30 40,40.0,30.0,,,,,,,,,,,,,,,,,,,
MS_Add_A_113_measure_1,manuscript_10,Add_A,MS_Add_A_113,MS. Add. A. 113,manuscript,,MS_Add_A_113,ii + 50 leaves,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_117_measure_1,manuscript_11,Add_A,MS_Add_A_117,MS. Add. A. 117,manuscript,,MS_Add_A_117,ii + 66 leaves,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_118_measure_1,manuscript_12,Add_A,MS_Add_A_118,MS. Add. A. 118,manuscript,,MS_Add_A_118,i + 38 leaves,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_135_measure_1,manuscript_15,Add_A,MS_Add_A_135,MS. Add. A. 135,manuscript,,MS_Add_A_135,iii + 67 leaves,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_164_measure_1,manuscript_18,Add_A,MS_Add_A_164,MS. Add. A. 164,manuscript,,MS_Add_A_164,xii + 125 leaves,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_165_measure_1,manuscript_19,Add_A,MS_Add_A_165,MS. Add. A. 165,manuscript,,MS_Add_A_165,126 fols.,126.0,,,,,,,,,,,,,,,,,,215.0,215.0,215.0,145.0,145.0,145.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,20.0,20.0,20.0,145–55,155.0,145.0,80–90,90.0,80.0,mm,,,,,,,,,,,,
MS_Add_A_166_measure_1,manuscript_20,Add_A,MS_Add_A_166,MS. Add. A. 166,manuscript,,MS_Add_A_166,96 fols.,96.0,,,,,,,,,,,,,,,,,,197.0,197.0,197.0,140.0,140.0,140.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,22.0,22.0,22.0,140.0,140.0,140.0,c. 75–80,80.0,75.0,mm,,,,,,,,,,,,
MS_Add_A_167_measure_1,manuscript_21,Add_A,MS_Add_A_167,MS. Add. A. 167,manuscript,,MS_Add_A_167,192 fols.,192.0,,,,,,,,,,,,,,,,,,210.0,210.0,210.0,150.0,150.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,19 27,27.0,19.0,155–60,160.0,155.0,90–5,95.0,90.0,mm,,,,,,,,,,,,
MS_Add_A_168_measure_1,manuscript_22,Add_A,MS_Add_A_168,MS. Add. A. 168,manuscript,,MS_Add_A_168,i + 113 leaves. Fols 69-98 are parchment; the rest are paper,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_169_measure_1,manuscript_23,Add_A,MS_Add_A_169,MS. Add. A. 169,manuscript,,MS_Add_A_169,110 fols.,110.0,,,,,,,,,,,,,,,,,,200.0,200.0,200.0,137.0,137.0,137.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,18.0,18.0,18.0,140.0,140.0,140.0,70.0,70.0,70.0,mm,,,,,,,,,,,,
MS_Add_A_170_measure_1,manuscript_25,Add_A,MS_Add_A_170,MS. Add. A. 170,manuscript,,MS_Add_A_170,ii + 20 leaves,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_172_measure_1,manuscript_27,Add_A,MS_Add_A_172,MS. Add. A. 172,manuscript,,MS_Add_A_172,ii + 74 leaves,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_173_measure_1,manuscript_28,Add_A,MS_Add_A_173,MS. Add. A. 173,manuscript,,MS_Add_A_173,vi + 7 + 52 + ii fol.,52.0,7.0,8.0,,,,,,,,,,,,,,,,221.0,221.0,221.0,155.0,155.0,155.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,25.0,25.0,25.0,190.0,190.0,190.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
MS_Add_A_174_measure_1,manuscript_29,Add_A,MS_Add_A_174,MS. Add. A. 174,manuscript,,MS_Add_A_174,i + 32 leaves,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_187_measure_1,manuscript_33,Add_A,MS_Add_A_187,MS. Add. A. 187,manuscript,,MS_Add_A_187,70 fols.,70.0,,,,,,,,,,,,,,,,,,225.0,225.0,225.0,150.0,150.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,35 38,38.0,35.0,150.0,150.0,150.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
MS_Add_A_188_measure_1,manuscript_34,Add_A,MS_Add_A_188,MS. Add. A. 188,manuscript-with-fragment,"MS. Add. A. 188 – lifted pastedowns (fols. i, 168)",MS_Add_A_188,1 + i + 167 + 1 fol.,167.0,2.0,1.0,,,,,,,,,,,,,,,,237.0,237.0,237.0,160.0,160.0,160.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28.0,28.0,28.0,,,,,,,,,,,195.0,195.0,195.0,115.0,115.0,115.0,mm,,
MS_Add_A_188_measure_2,manuscript_34,Add_A,MS_Add_A_188,MS. Add. A. 188,fragment,"MS. Add. A. 188 – lifted pastedowns (fols. i, 168)",MS_Add_A_188-endleaves,,,,,,,,,,,,,,,,,,,,238.0,238.0,238.0,157.0,157.0,157.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_189_measure_1,manuscript_35,Add_A,MS_Add_A_189,MS. Add. A. 189,manuscript,,MS_Add_A_189,166 + iii fols.,166.0,,3.0,,,,,,,,,,,,,,,,220.0,220.0,220.0,160.0,160.0,160.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,165.0,165.0,165.0,115.0,115.0,115.0,mm,,,,,,,,,,,,
MS_Add_A_197_measure_1,manuscript_37,Add_A,MS_Add_A_197,MS. Add. A. 197,manuscript,,MS_Add_A_197,i + 105 fols.,105.0,,1.0,,,,,,,,,,,,,,,,240.0,240.0,240.0,163.0,163.0,163.0,,,,mm,,,,,,,,,,,,,,,,,,c. 170–88,188.0,170.0,110–15,115.0,110.0,mm,,,,,,,,,,,,
MS_Add_A_208_measure_1,manuscript_41,Add_A,MS_Add_A_208,MS. Add. A. 208,manuscript,,MS_Add_A_208,ii + 70 leaves,70.0,,,,,,,,,,,,,,,,,,244.0,244.0,244.0,170.0,170.0,170.0,,,,mm,,,,,,,,,,,,,,,,,,163.0,163.0,163.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
MS_Add_A_228_measure_1,manuscript_43,Add_A,MS_Add_A_228,MS. Add. A. 228,manuscript,,MS_Add_A_228,i + 40 leaves,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_263_measure_1,manuscript_47,Add_A,MS_Add_A_263,MS. Add. A. 263,manuscript-composite,MS. Add. A. 263 – Part A (fols. 1–48) MS. Add. A. 263 – Part B (fols. 49–64),MS_Add_A_263,iii + 48 + 16 + i leaves,64.0,,4.0,,,,,,,,,,,,,,,,240–5,245.0,240.0,170–5,175.0,170.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_263_measure_2,manuscript_47,Add_A,MS_Add_A_263,MS. Add. A. 263,part,MS. Add. A. 263 – Part A (fols. 1–48),MS_Add_A_263-part1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 2,2.0,1.0,,,,,,,,,,,,34.0,34.0,34.0,,,,,,,,,,,190.0,190.0,190.0,120–5,125.0,120.0,mm,ink,
MS_Add_A_263_measure_3,manuscript_47,Add_A,MS_Add_A_263,MS. Add. A. 263,part,MS. Add. A. 263 – Part B (fols. 49–64),MS_Add_A_263-part2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,25.0,25.0,25.0,,,,,,,,,,,175.0,175.0,175.0,110–5,115.0,110.0,mm,ink,below
MS_Add_A_263_measure_4,manuscript_47,Add_A,MS_Add_A_263,MS. Add. A. 263,part,MS. Add. A. 263 – Part B (fols. 49–64),MS_Add_A_263-part2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,26 28,28.0,26.0,,,,,,,,,,,,,,,,,,,below
MS_Add_A_263_measure_5,manuscript_47,Add_A,MS_Add_A_263,MS. Add. A. 263,part,MS. Add. A. 263 – Part B (fols. 49–64),MS_Add_A_263-part2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,above
MS_Add_A_263_measure_6,manuscript_47,Add_A,MS_Add_A_263,MS. Add. A. 263,fragment,,MS_Add_A_263-endleaves-4,,,,,,,,,,,,,c. 103,c. 103,c. 103,103.0,103.0,103.0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_268_measure_1,manuscript_48,Add_A,MS_Add_A_268,MS. Add. A. 268,manuscript-composite,MS. Add. A. 268 - part A MS. Add. A. 268 - part B MS. Add. A. 268 - part C MS. Add. A. 268 - binding fragments (fols. 154-160),MS_Add_A_268,ii + 164 leaves,164.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_268_measure_2,manuscript_48,Add_A,MS_Add_A_268,MS. Add. A. 268,part,MS. Add. A. 268 - part B,MS_Add_A_268-partB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_268_measure_3,manuscript_48,Add_A,MS_Add_A_268,MS. Add. A. 268,part,MS. Add. A. 268 - part C,MS_Add_A_268-partC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_279_measure_1,manuscript_50,Add_A,MS_Add_A_279,MS. Add. A. 279,manuscript,,MS_Add_A_279,ii + 37 leaves,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_280_measure_1,manuscript_51,Add_A,MS_Add_A_280,MS. Add. A. 280,manuscript,,MS_Add_A_280,"ii (19th/20th century paper) + 7 + xxiv (18th(?)-century paper with 'Pro patria' watermark) + ii (19th/20th century paper) leaves. Fols. i-ii, 8-end are blank paper.",7.0,,28.0,,,,,,,,,,,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,36 38,38.0,36.0,,,,,,,,,,,145.0,145.0,145.0,95.0,95.0,95.0,mm,,
MS_Add_A_282_measure_1,manuscript_52,Add_A,MS_Add_A_282,MS. Add. A. 282,manuscript,,MS_Add_A_282,iii + 333 leaves,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_283_measure_1,manuscript_53,Add_A,MS_Add_A_283,MS. Add. A. 283,manuscript,,MS_Add_A_283,"i + 92 (91) + i leaves, with parchment flyleaves",92.0,,,,,,,,,,,,,,,,,,212.0,212.0,212.0,147.0,147.0,147.0,,,,mm,,,,,,,,,,,,,,,,,,165.0,165.0,165.0,105.0,105.0,105.0,mm,,,,,,,,,,,,
MS_Add_A_286_measure_1,manuscript_54,Add_A,MS_Add_A_286,MS. Add. A. 286,manuscript,,MS_Add_A_286,i (paper) + ii (old paper) + 85 + ii (old paper) + i (paper),85.0,,6.0,,,,,,,,,,,,,,,,205.0,205.0,205.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,41.0,41.0,41.0,160–5,165.0,160.0,75–80,80.0,75.0,mm,ink,
MS_Add_A_288_measure_1,manuscript_55,Add_A,MS_Add_A_288,MS. Add. A. 288,manuscript,,MS_Add_A_288,144 fols.,144.0,,,,,,,,,,,,,,,,,,215.0,215.0,215.0,160.0,160.0,160.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,26 31,31.0,26.0,160–5,165.0,160.0,115–20,120.0,115.0,mm,,,,,,,,,,,,
MS_Add_A_369_measure_1,manuscript_60,Add_A,MS_Add_A_369,MS. Add. A. 369,manuscript,,MS_Add_A_369,125 leaves,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_370_measure_1,manuscript_61,Add_A,MS_Add_A_370,MS. Add. A. 370,part,,MS_Add_A_370-part3,126–226 fols.,101.0,,,,,,,,,,,,,,,,,,210.0,210.0,210.0,150.0,150.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30 40,40.0,30.0,150–60,160.0,150.0,90–100,100.0,90.0,mm,,,,,,,,,,,,
MS_Add_A_371_measure_1,manuscript_62,Add_A,MS_Add_A_371,MS. Add. A. 371,manuscript,,MS_Add_A_371,113 leaves,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_373_measure_1,manuscript_63,Add_A,MS_Add_A_373,MS. Add. A. 373,manuscript-with-fragment,"MS. Add. A. 373, endleaf (fol. 100)",MS_Add_A_373,i + 100 leaves,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_373_measure_2,manuscript_63,Add_A,MS_Add_A_373,MS. Add. A. 373,fragment,"MS. Add. A. 373, endleaf (fol. 100)",MS_Add_A_373-endleaf,,,,,,,,,,,,,,137.0,137.0,215.0,215.0,215.0,mm,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_B_54_measure_1,manuscript_86,Add_B,MS_Add_B_54,MS. Add. B. 54,manuscript,,MS_Add_B_54,ii + 98 fols.,98.0,,2.0,,,,,,,,,,,,,,,,160.0,160.0,160.0,105.0,105.0,105.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,21.0,21.0,21.0,105.0,105.0,105.0,60–5,65.0,60.0,mm,,,,,,,,,,,,
MS_Add_B_62_measure_1,manuscript_91,Add_B,MS_Add_B_62,MS. Add. B. 62,manuscript,,MS_Add_B_62,80 fols.,80.0,,,,,,,,,,,,,,,,,,180.0,180.0,180.0,133.0,133.0,133.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,27.0,27.0,27.0,135–40,140.0,135.0,95–102,102.0,95.0,mm,,,,,,,,,,,,
MS_Add_B_62_measure_2,manuscript_91,Add_B,MS_Add_B_62,MS. Add. B. 62,manuscript,,MS_Add_B_62,80 fols.,80.0,,,,,,,,,,,,,,,,,,180.0,180.0,180.0,133.0,133.0,133.0,,,,mm,,,,,,,,,,,,,,,15 17,17.0,15.0,135–40,140.0,135.0,95–102,102.0,95.0,mm,,,,,,,,,,,,
MS_Add_C_13_measure_1,manuscript_97,Add_C,MS_Add_C_13,MS. Add. C. 13,manuscript,,MS_Add_C_13,iii + 210 leaves,210.0,,3.0,,,,,,,,,,,,,,,,335.0,335.0,335.0,235.0,235.0,235.0,,,,mm,2.0,2.0,2.0,220–5,225.0,220.0,67.0,67.0,67.0,mm,,,,,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,
MS_Add_C_14_measure_1,manuscript_104,Add_C,MS_Add_C_14,MS. Add. C. 14,manuscript,,MS_Add_C_14,i + 308 leaves,308.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
