metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,extent: extent,extent: n folios,extent: n endleaves,extent: n later endleaves,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,rolls: converted,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,intercolumn: width,intercolumn: width max,intercolumn: width min,intercolumn: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
MS_Hamilton_56_measure_4,manuscript_6020,Hamilton,MS_Hamilton_56,MS. Hamilton 56,part,MS. Hamilton 56 – Part B (fols. 83–206),MS_Hamilton_56-part2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,55 57,57.0,55.0,,,,,,,,,,,185–200,200.0,185.0,120–125,125.0,120.0,mm,leadpoint,
MS_Hamilton_56_measure_5,manuscript_6020,Hamilton,MS_Hamilton_56,MS. Hamilton 56,part,MS. Hamilton 56 – Part C (fols. 207–338),MS_Hamilton_56-part3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,26 31,31.0,26.0,,,,,,,,,,,135–145,145.0,135.0,85–90,90.0,85.0,mm,leadpoint,
MS_Hamilton_56_measure_6,manuscript_6020,Hamilton,MS_Hamilton_56,MS. Hamilton 56,part,MS. Hamilton 56 - fragments ,MS_Hamilton_56-part4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,
MS_Hamilton_58_measure_1,manuscript_6022,Hamilton,MS_Hamilton_58,MS. Hamilton 58,manuscript,,MS_Hamilton_58,i + 265 + i fols,265.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,28 30,30.0,28.0,,,,,,,,,,,238.0,238.0,238.0,140–150,150.0,140.0,mm,,
MS_Hamilton_58_measure_2,manuscript_6022,Hamilton,MS_Hamilton_58,MS. Hamilton 58,manuscript,,MS_Hamilton_58,i + 265 + i fols,265.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,27 33,33.0,27.0,,,,,,,,,,,247.0,247.0,247.0,150–165,165.0,150.0,mm,,
MS_Hamilton_58_measure_3,manuscript_6022,Hamilton,MS_Hamilton_58,MS. Hamilton 58,manuscript,,MS_Hamilton_58,i + 265 + i fols,265.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,29 31,31.0,29.0,,,,,,,,,,,233–235,235.0,233.0,155–160,160.0,155.0,mm,,
MS_Hamilton_58_measure_4,manuscript_6022,Hamilton,MS_Hamilton_58,MS. Hamilton 58,manuscript,,MS_Hamilton_58,i + 265 + i fols,265.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,34 37,37.0,34.0,,,,,,,,,,,225–230,230.0,225.0,150–155,155.0,150.0,mm,,
MS_Hatton_1_measure_1,manuscript_6028,Hatton,MS_Hatton_1,MS. Hatton 1,manuscript,,MS_Hatton_1,2 + 224 + 3 fol.,224.0,5.0,,,,,,,,,,,,,,,,,440.0,440.0,440.0,300.0,300.0,300.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,36.0,36.0,36.0,305.0,305.0,305.0,197.0,197.0,197.0,mm,,,,,,,,,,,,
MS_Hatton_2_measure_1,manuscript_6051,Hatton,MS_Hatton_2,MS. Hatton 2,manuscript,,MS_Hatton_2,"172 leaves, in double columns",172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_3_measure_1,manuscript_6058,Hatton,MS_Hatton_3,MS. Hatton 3,manuscript,,MS_Hatton_3,i + 153 + i fol.,153.0,,2.0,,,,,,,,,,,,,,,,466.0,466.0,466.0,327.0,327.0,327.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_4_measure_1,manuscript_6064,Hatton,MS_Hatton_4,MS. Hatton 4,manuscript,,MS_Hatton_4,"124 leaves Hatton 4 is the same height, but about 15 mm narrower than the ‘Ellesmere Chaucer’ (Scott, 1995). The leaves are trimmed both vertically and horizontally, causing the loss of some catchwords and obits in the calendar. According to Scott, Hatton 4 is one of the seven largest psalters to survive from the 15th century (1996, p. 107)",124.0,,,,,,,,,,,,,,,,,,398.0,398.0,398.0,263.0,263.0,263.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,26.0,26.0,26.0,270.0,270.0,270.0,170.0,170.0,170.0,mm,,,,,,,,,,,,
MS_Hatton_5_measure_1,manuscript_6074,Hatton,MS_Hatton_5,MS. Hatton 5,manuscript,,MS_Hatton_5,"139 leaves, in double columns",139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_6_measure_1,manuscript_6084,Hatton,MS_Hatton_6,MS. Hatton 6,manuscript,,MS_Hatton_6,276 leaves,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_9_measure_1,manuscript_6106,Hatton,MS_Hatton_9,MS. Hatton 9,manuscript,,MS_Hatton_9,119 leaves,119.0,,,,,,,,,,,,,,,,,,327.0,327.0,327.0,225.0,225.0,225.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30.0,30.0,30.0,210.0,210.0,210.0,135.0,135.0,135.0,mm,,,,,,,,,,,ink,
MS_Hatton_10_measure_1,manuscript_6029,Hatton,MS_Hatton_10,MS. Hatton 10,manuscript,,MS_Hatton_10,vi + 375 + viii medieval leaves,375.0,,14.0,,,,,,,,,,,,,,,,343.0,343.0,343.0,257.0,257.0,257.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,40.0,40.0,40.0,227.0,227.0,227.0,165.0,165.0,165.0,mm,,,,,,,,,,,,
MS_Hatton_11_measure_1,manuscript_6038,Hatton,MS_Hatton_11,MS. Hatton 11,manuscript,,MS_Hatton_11,183 medieval leaves,183.0,,,,,,,,,,,,,,,,,,380.0,380.0,380.0,255.0,255.0,255.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_12_measure_1,manuscript_6043,Hatton,MS_Hatton_12,MS. Hatton 12,manuscript,,MS_Hatton_12,"213 leaves, in double columns",213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_13_measure_1,manuscript_6044,Hatton,MS_Hatton_13,MS. Hatton 13,manuscript,,MS_Hatton_13,iii + 51 leaves,51.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_14_measure_1,manuscript_6045,Hatton,MS_Hatton_14,MS. Hatton 14,manuscript,,MS_Hatton_14,"194 leaves, in double columns",194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_15_measure_1,manuscript_6046,Hatton,MS_Hatton_15,MS. Hatton 15,manuscript,,MS_Hatton_15,"226 leaves, in double columns",226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_16_measure_1,manuscript_6047,Hatton,MS_Hatton_16,MS. Hatton 16,manuscript-composite,,MS_Hatton_16,82 leaves,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_17_measure_1,manuscript_6048,Hatton,MS_Hatton_17,MS. Hatton 17,manuscript,,MS_Hatton_17,"xii + 124 leaves. Fols ii-xii, 113-123 are paper leaves inserted by a 17th-century binder, all blank except fol. ii",124.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_18_measure_1,manuscript_6049,Hatton,MS_Hatton_18,MS. Hatton 18,manuscript,,MS_Hatton_18,211 leaves,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_19_measure_1,manuscript_6050,Hatton,MS_Hatton_19,MS. Hatton 19,manuscript,,MS_Hatton_19,96 leaves,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_20_measure_1,manuscript_6052,Hatton,MS_Hatton_20,MS. Hatton 20,manuscript,,MS_Hatton_20,i (paper) + i (medieval parchment) + 41 + i (17th-century supply-leaf) + 56 + i (paper) leaves (Watson),97.0,1.0,3.0,,,,,,,,,,,,,,,,c. 270–6,276.0,270.0,212–8,218.0,212.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,21 31,31.0,21.0,205–225,225.0,205.0,157–175,175.0,157.0,mm,,,,,,,,,,,,
MS_Hatton_23_measure_1,manuscript_6053,Hatton,MS_Hatton_23,MS. Hatton 23,manuscript,,MS_Hatton_23,146 leaves,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_24_measure_1,manuscript_6054,Hatton,MS_Hatton_24,MS. Hatton 24,manuscript,,MS_Hatton_24,"ii + 136 leaves, in double columns",136.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_28_measure_1,manuscript_6056,Hatton,MS_Hatton_28,MS. Hatton 28,manuscript-composite,MS. Hatton 28 – Part 1 MS. Hatton 28 – Part 2 MS. Hatton 28 – Part 3,MS_Hatton_28,i + 100 leaves,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_30_measure_1,manuscript_6059,Hatton,MS_Hatton_30,MS. Hatton 30,manuscript,,MS_Hatton_30,71 medieval leaves,71.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,158.0,158.0,158.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_31_measure_1,manuscript_6060,Hatton,MS_Hatton_31,MS. Hatton 31,manuscript,,MS_Hatton_31,115 leaves,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_36_measure_1,manuscript_6061,Hatton,MS_Hatton_36,MS. Hatton 36,manuscript-composite,"MS. Hatton 36, fols 2–119 MS. Hatton 36, fols 120–135",MS_Hatton_36,"Folios: iv + 134 + v; both the first two front and the last three back flyleaves are paper (s. xix) added with the binding, while the remaining flyleaves are thick early parchment (s. xv?), with the outermost (ie. fol. iii and fol. 137v) of these bearing the impression of the former binding.",134.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_36_measure_2,manuscript_6061,Hatton,MS_Hatton_36,MS. Hatton 36,part,"MS. Hatton 36, fols 2–119",MS_Hatton_36-part1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,32.0,32.0,32.0,174.0,174.0,174.0,113.0,113.0,113.0,mm,,,,,,,,,,,,
MS_Hatton_36_measure_3,manuscript_6061,Hatton,MS_Hatton_36,MS. Hatton 36,part,"MS. Hatton 36, fols 120–135",MS_Hatton_36-part2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,32.0,32.0,32.0,176.0,176.0,176.0,111.0,111.0,111.0,mm,,,,,,,,,,,,
MS_Hatton_37_measure_1,manuscript_6062,Hatton,MS_Hatton_37,MS. Hatton 37,manuscript,,MS_Hatton_37,ii + 338 pages,338.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_38_measure_1,manuscript_6063,Hatton,MS_Hatton_38,MS. Hatton 38,manuscript,,MS_Hatton_38,"iii + 61 + i + 105 + iv leaves. Fol. i-iii and 168-171 are blank parchment flyleaves, probably medieval. Fol. 171 is now pasted to another modern paper flyleaf.",166.0,,8.0,,,,,,,,,,,,,,,,238.0,238.0,238.0,158.0,158.0,158.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,25.0,25.0,25.0,168.0,168.0,168.0,107.0,107.0,107.0,mm,,,,,,,,,,,,
MS_Hatton_40_measure_1,manuscript_6065,Hatton,MS_Hatton_40,MS. Hatton 40,manuscript,,MS_Hatton_40,"165 leaves, in double columns",165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_41_measure_1,manuscript_6066,Hatton,MS_Hatton_41,MS. Hatton 41,manuscript,,MS_Hatton_41,iv + 97 leaves,97.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_42_measure_1,manuscript_6067,Hatton,MS_Hatton_42,MS. Hatton 42,manuscript-composite,MS. Hatton 42 – Part A (fols. 1-142) MS. Hatton 42 – Part B (fols. 142-188) MS. Hatton 42 – part C (fols. 188v-204),MS_Hatton_42,iii + 207 leaves,207.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_43_measure_1,manuscript_6068,Hatton,MS_Hatton_43,MS. Hatton 43,manuscript,,MS_Hatton_43,i + 182 leaves,182.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_44_measure_1,manuscript_6069,Hatton,MS_Hatton_44,MS. Hatton 44,manuscript,,MS_Hatton_44,146 leaves,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_45_measure_1,manuscript_6070,Hatton,MS_Hatton_45,MS. Hatton 45,manuscript,,MS_Hatton_45,140 leaves,140.0,,,,,,,,,,,,,,,,,,300.0,300.0,300.0,205.0,205.0,205.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,190.0,190.0,190.0,125.0,125.0,125.0,mm,,,,,,,,,,,ink,
MS_Hatton_47_measure_1,manuscript_6071,Hatton,MS_Hatton_47,MS. Hatton 47,manuscript,,MS_Hatton_47,"100 leaves, in double columns",100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_48_measure_1,manuscript_6072,Hatton,MS_Hatton_48,MS. Hatton 48,manuscript-composite,MS. Hatton 48 – fol. 77,MS_Hatton_48,i (modern paper flyleaf) + 76 + 1 (medieval binding fragment) leaves,76.0,1.0,1.0,,,,,,,,,,,,,,,,300–305,305.0,300.0,215.0,215.0,215.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,22.0,22.0,22.0,,,,,,,,,,,210.0,210.0,210.0,155–160,160.0,155.0,mm,,
MS_Hatton_48_measure_2,manuscript_6072,Hatton,MS_Hatton_48,MS. Hatton 48,part,MS. Hatton 48 – fol. 77,MS_Hatton_48-part1,1 leaf,1.0,,,,,,,,,,,,,,,,,,305.0,305.0,305.0,215.0,215.0,215.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30.0,30.0,30.0,,,,,,,,,,,200.0,200.0,200.0,130.0,130.0,130.0,mm,,
MS_Hatton_49_measure_1,manuscript_6073,Hatton,MS_Hatton_49,MS. Hatton 49,manuscript,,MS_Hatton_49,"116 leaves, in double columns",116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_50_measure_1,manuscript_6075,Hatton,MS_Hatton_50,MS. Hatton 50,manuscript,,MS_Hatton_50,132 + 1 leaves,132.0,1.0,,,,,,,,,,,,,,,,,305.0,305.0,305.0,229.0,229.0,229.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30 40,40.0,30.0,,,,,,,,,,,,,,,,,,none,
MS_Hatton_51_measure_1,manuscript_6076,Hatton,MS_Hatton_51,MS. Hatton 51,manuscript,,MS_Hatton_51,i (paper) + '205' (really 202)i (paper) + i (paper) leaves,202.0,,2.0,,,,,,,,,,,,,,,,310.0,310.0,310.0,225.0,225.0,225.0,,,,mm,2.0,2.0,2.0,208–222,222.0,208.0,75–78,78.0,75.0,mm,,,,,48.0,48.0,48.0,,,,,,,,48.0,48.0,48.0,,,,,,,,mixed,above
MS_Hatton_53_measure_1,manuscript_6077,Hatton,MS_Hatton_53,MS. Hatton 53,manuscript,,MS_Hatton_53,"ii + 248 leaves, in double columns",248.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_54_measure_1,manuscript_6078,Hatton,MS_Hatton_54,MS. Hatton 54,manuscript,,MS_Hatton_54,i + 254 leaves,254.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_56_measure_1,manuscript_6080,Hatton,MS_Hatton_56,MS. Hatton 56,manuscript,,MS_Hatton_56,i + 48 leaves,48.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_57_measure_1,manuscript_6081,Hatton,MS_Hatton_57,MS. Hatton 57,manuscript-with-fragment,MS. Hatton 57 – endleaves,MS_Hatton_57,ii + 38 leaves,38.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_59_measure_1,manuscript_6083,Hatton,MS_Hatton_59,MS. Hatton 59,manuscript,,MS_Hatton_59,iii + 176 leaves,176.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_61_measure_1,manuscript_6085,Hatton,MS_Hatton_61,MS. Hatton 61,manuscript,,MS_Hatton_61,133 leaves,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_63_measure_1,manuscript_6087,Hatton,MS_Hatton_63,MS. Hatton 63,manuscript,,MS_Hatton_63,iii + 442 leaves,442.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_66_measure_1,manuscript_6088,Hatton,MS_Hatton_66,MS. Hatton 66,manuscript,,MS_Hatton_66,291 leaves,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_67_measure_1,manuscript_6089,Hatton,MS_Hatton_67,MS. Hatton 67,manuscript,,MS_Hatton_67,i + 84 leaves,84.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_69_measure_1,manuscript_6090,Hatton,MS_Hatton_69,MS. Hatton 69,manuscript,,MS_Hatton_69,90 leaves,90.0,,,,,,,,,,,,,,,,,,207.0,207.0,207.0,145.0,145.0,145.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,20.0,20.0,20.0,125.0,125.0,125.0,85.0,85.0,85.0,mm,,,,,,,,,,,,
MS_Hatton_71_measure_1,manuscript_6091,Hatton,MS_Hatton_71,MS. Hatton 71,manuscript,,MS_Hatton_71,302 leaves,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_72_measure_1,manuscript_6092,Hatton,MS_Hatton_72,MS. Hatton 72,manuscript,,MS_Hatton_72,135 leaves,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_73_measure_1,manuscript_6093,Hatton,MS_Hatton_73,MS. Hatton 73,manuscript,,MS_Hatton_73,i + 125 leaves,125.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_74_measure_1,manuscript_6094,Hatton,MS_Hatton_74,MS. Hatton 74,manuscript,,MS_Hatton_74,"i + 51 leaves, of which 7-51 are blank paper",51.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_76_measure_1,manuscript_6095,Hatton,MS_Hatton_76,MS. Hatton 76,manuscript-composite,MS. Hatton 76 – I (fols. 1-67) MS. Hatton 76 –  II (fols. 68-139),MS_Hatton_76,"i + 144 + i. Fols. i, 140 are paper flyleaves of the date of binding.",144.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_76_measure_2,manuscript_6095,Hatton,MS_Hatton_76,MS. Hatton 76,part,MS. Hatton 76 – I (fols. 1-67),MS_Hatton_76-part1,,,,,,,,,,,,,,,,,,,,293.0,293.0,293.0,205.0,205.0,205.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,19 27,27.0,19.0,225–30,230.0,225.0,120–30,130.0,120.0,mm,,,,,,,,,,,,
MS_Hatton_76_measure_3,manuscript_6095,Hatton,MS_Hatton_76,MS. Hatton 76,part,MS. Hatton 76 – I (fols. 1-67),MS_Hatton_76-part1,,,,,,,,,,,,,,,,,,,,293.0,293.0,293.0,205.0,205.0,205.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,
MS_Hatton_76_measure_4,manuscript_6095,Hatton,MS_Hatton_76,MS. Hatton 76,part,MS. Hatton 76 –  II (fols. 68-139),MS_Hatton_76-part3,,,,,,,,,,,,,,,,,,,,295.0,295.0,295.0,208.0,208.0,208.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,30 31,31.0,30.0,240.0,240.0,240.0,162.0,162.0,162.0,mm,,,,,,,,,,,,
MS_Hatton_77_measure_1,manuscript_6096,Hatton,MS_Hatton_77,MS. Hatton 77,manuscript,,MS_Hatton_77,iv + 396 pages,396.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_81_measure_1,manuscript_6097,Hatton,MS_Hatton_81,MS. Hatton 81,manuscript-composite,,MS_Hatton_81,45 leaves,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_81_measure_2,manuscript_6097,Hatton,MS_Hatton_81,MS. Hatton 81,part,,Hatton_81_flyleaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_82_measure_1,manuscript_6098,Hatton,MS_Hatton_82,MS. Hatton 82,manuscript,,MS_Hatton_82,94 leaves,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_83_measure_1,manuscript_6099,Hatton,MS_Hatton_83,MS. Hatton 83,manuscript,,MS_Hatton_83,"22 leaves, in double columns",22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_84_measure_1,manuscript_6100,Hatton,MS_Hatton_84,MS. Hatton 84,manuscript,,MS_Hatton_84,"122 leaves, in double columns",122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_85_measure_1,manuscript_6101,Hatton,MS_Hatton_85,MS. Hatton 85,manuscript,,MS_Hatton_85,72 leaves,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_86_measure_1,manuscript_6102,Hatton,MS_Hatton_86,MS. Hatton 86,manuscript,,MS_Hatton_86,64 leaves,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_87_measure_1,manuscript_6103,Hatton,MS_Hatton_87,MS. Hatton 87,manuscript,,MS_Hatton_87,iii + 27 leaves,27.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_88_measure_1,manuscript_6104,Hatton,MS_Hatton_88,MS. Hatton 88,manuscript,,MS_Hatton_88,241 leaves,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_89_measure_1,manuscript_6105,Hatton,MS_Hatton_89,MS. Hatton 89,manuscript,,MS_Hatton_89,ii + 240 leaves,240.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_90_measure_1,manuscript_6107,Hatton,MS_Hatton_90,MS. Hatton 90,manuscript,,MS_Hatton_90,i + 35 leaves,35.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_93_measure_1,manuscript_6109,Hatton,MS_Hatton_93,MS. Hatton 93,manuscript,,MS_Hatton_93,ii + 44 leaves,44.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_96_measure_1,manuscript_6111,Hatton,MS_Hatton_96,MS. Hatton 96,manuscript,,MS_Hatton_96,307 leaves,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_97_measure_1,manuscript_6112,Hatton,MS_Hatton_97,MS. Hatton 97,manuscript,,MS_Hatton_97,vi + 127 leaves,127.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
